movieId,mean_rating,std_rating,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,count_users,rated_by_group,rated_by_all_groups
661,3.283333333333333,0.9885842657936209,0,0,2,0,2,1,12,2,8,0,3,30,1,"232, 156, 1"
673,2.703125,1.190414504930273,0,2,3,1,6,2,9,2,5,0,2,32,1,"232, 1"
733,3.6384615384615384,0.8772635556968306,0,1,1,0,2,0,19,5,28,1,8,65,"1, 480","1, 480"
736,3.2857142857142856,0.9801339326234538,0,0,3,0,6,8,24,3,17,1,8,70,"1, 480","232, 1, 480, 302, 359"
780,3.424107142857143,0.9822978700649337,0,1,2,0,11,11,25,18,23,7,14,112,"1, 480, 555","232, 153, 48, 1, 480, 555, 302, 359"
804,3.1666666666666665,0.752772652709081,0,0,0,0,1,0,3,0,2,0,0,6,"1, 555","1, 555"
919,3.8653846153846154,0.9399383824995804,0,0,1,1,2,0,8,8,14,7,11,52,"1, 480","232, 156, 1, 480, 290"
923,3.9761904761904763,0.8333914033193509,0,0,0,1,1,1,4,6,14,6,9,42,"1, 480","156, 1, 480, 290, 346"
940,4.0,1.0408329997330663,0,0,0,0,0,1,1,1,1,0,3,7,1,1
943,3.9285714285714284,0.6074928962939559,0,0,0,0,0,0,1,1,4,0,1,7,1,1
954,3.966666666666667,0.9154754164341269,0,0,0,0,1,1,1,2,3,4,3,15,"1, 480","1, 480, 290"
1009,2.6666666666666665,0.5163977794943222,0,0,0,0,2,0,4,0,0,0,0,6,1,1
1023,3.8,0.8232726023485646,0,0,0,0,0,0,4,1,2,1,2,10,1,1
1024,3.5,1.2909944487358056,0,0,0,0,1,0,1,0,1,0,1,4,1,1
1025,3.28125,0.773923984208613,0,0,0,0,1,3,5,2,4,0,1,16,1,1
1029,3.5833333333333335,0.7122871199007256,0,0,0,0,1,1,4,2,9,0,1,18,1,"232, 1"
1030,2.6666666666666665,0.7784989441615231,0,0,0,0,6,0,4,0,2,0,0,12,1,1
1031,3.53125,1.0403324789059825,0,0,0,0,2,1,5,2,2,0,4,16,"1, 555","1, 555"
1032,3.3043478260869565,1.135572847376867,0,0,3,0,1,1,4,3,8,2,1,23,1,"232, 1"
1042,3.28,0.8669871202426634,0,0,0,0,3,3,10,0,6,1,2,25,1,"156, 1"
1049,3.576923076923077,1.0963225241337864,0,0,0,1,1,0,3,2,3,0,3,13,1,1
1060,3.7222222222222223,1.262842524557225,0,0,2,0,1,0,1,2,7,0,5,18,"1, 480","156, 1, 480"
1073,3.8846153846153846,0.8694881341252538,0,1,1,0,0,1,10,9,25,6,12,65,"1, 480","232, 1, 480, 359"
1080,4.141304347826087,0.8209956250949945,0,0,1,0,0,1,3,7,12,9,13,46,"1, 480","156, 1, 480, 346, 286"
1089,4.084415584415584,0.779687004519819,0,0,0,0,2,3,7,7,28,9,21,77,"1, 480, 215, 555","156, 1, 480, 215, 555, 290, 62"
1090,3.972972972972973,0.9642638667941493,0,0,1,1,0,2,2,4,14,3,10,37,"1, 480, 555","1, 480, 555, 290"
1092,3.4565217391304346,0.7057079533454471,0,0,0,0,1,2,7,4,7,1,1,23,"1, 480, 555","1, 480, 555, 359"
1097,3.838235294117647,1.023752158055744,0,1,1,1,3,1,10,8,21,5,17,68,"1, 480, 555","232, 156, 1, 480, 555, 290, 359, 62, 286"
1127,3.575,0.7298577311314225,0,0,0,0,1,3,11,8,12,1,4,40,"1, 480, 555","1, 480, 555"
1136,4.1688311688311686,0.8295940256756759,0,0,0,0,2,4,4,12,17,10,28,77,"1, 480, 152","232, 156, 1, 480, 152, 290"
1196,4.228813559322034,0.8639109734636918,0,1,0,0,3,3,12,3,32,19,45,118,"1, 480, 215, 555","232, 153, 1, 480, 215, 555, 290, 365, 62"
1197,4.25,0.853140141633145,0,0,0,2,1,2,4,9,17,13,32,80,"1, 480, 215, 555","232, 1, 480, 215, 555, 365"
1198,4.208333333333333,0.7975576034626725,0,1,1,0,0,2,4,13,39,11,37,108,"1, 480, 215, 152, 555","232, 153, 156, 1, 480, 215, 152, 555, 302, 290, 359, 62"
1206,4.049295774647887,1.025234919342408,0,1,1,1,2,2,6,6,19,9,24,71,"1, 480, 215, 555","153, 156, 1, 480, 215, 555, 346"
1208,4.174603174603175,0.7939221246380274,0,0,0,0,2,1,5,8,18,7,22,63,"1, 480, 215, 555","153, 156, 1, 480, 215, 555, 290, 346"
1210,4.106194690265487,0.8568300366801279,0,0,1,1,4,0,12,10,33,19,33,113,"1, 480, 555","232, 1, 480, 555, 62"
1213,4.188405797101449,0.7529425085239708,0,0,0,0,2,1,3,11,21,8,23,69,"1, 480, 152, 555","156, 1, 480, 152, 555, 290"
1214,3.9269662921348316,1.0015628747276362,0,1,1,1,5,4,7,4,32,13,21,89,"1, 480, 555","1, 480, 555, 290"
1219,4.115384615384615,0.8610036586164019,0,0,1,0,1,2,4,2,18,10,14,52,1,"156, 1, 290, 346"
1220,3.7941176470588234,0.9120113518385354,0,0,1,1,0,2,12,4,17,4,10,51,"1, 555","156, 1, 555"
1222,4.017241379310345,0.8883530851366187,0,0,1,0,2,3,4,3,24,6,15,58,"1, 480, 555","156, 1, 480, 555"
1224,4.041666666666667,0.5822500764406575,0,0,0,0,0,0,1,2,6,1,2,12,1,"156, 1, 290"
1226,3.5,1.2909944487358056,0,0,0,0,1,0,1,0,1,0,1,4,1,1
1240,3.84,0.9047920471846824,0,2,1,0,0,4,7,5,39,7,10,75,"1, 480, 555","232, 1, 480, 555, 290, 359, 346"
1256,3.9615384615384617,0.9887184141928897,0,0,0,1,0,1,0,0,7,1,3,13,"1, 480","156, 1, 480"
1258,4.107692307692307,0.7315026683793805,0,0,0,0,2,1,3,11,23,8,17,65,"1, 480, 555","232, 153, 1, 480, 555, 290, 346, 286"
1265,3.9125,0.8410925685444852,0,0,1,0,0,5,14,9,25,8,18,80,"1, 480, 555","232, 156, 1, 480, 555, 365, 62"
1270,4.005154639175258,0.9171253928740036,0,0,2,0,3,2,11,15,25,10,29,97,"1, 480, 555","232, 156, 1, 480, 555, 290, 359, 62"
1275,3.838709677419355,1.1059467797185778,0,0,0,2,1,3,3,3,7,2,10,31,"1, 480, 555","1, 480, 555, 3"
1278,3.9302325581395348,0.9166540822653746,0,1,0,0,0,3,5,3,18,3,10,43,"1, 480","156, 1, 480"
1282,3.810344827586207,0.8804807240472213,0,0,1,0,0,1,4,7,8,3,5,29,"1, 480","156, 1, 480, 290"
1291,4.018072289156627,0.7467236695143582,0,0,1,0,1,1,9,10,33,12,16,83,"1, 480, 215","232, 156, 1, 480, 215, 62"
1298,3.6785714285714284,0.7234304723687333,0,0,0,0,1,0,3,1,8,0,1,14,"1, 555","1, 555"
1348,3.4583333333333335,0.8649312461728161,0,0,0,0,1,2,2,1,5,0,1,12,1,"1, 346"
1377,3.088235294117647,0.773329952663334,0,0,1,0,4,3,14,5,6,0,1,34,"1, 480, 555","1, 480, 555"
1396,3.4074074074074074,0.6798902207347244,0,0,0,1,0,2,10,2,11,1,0,27,"1, 480, 555","1, 480, 555, 286"
1408,3.9166666666666665,0.8681147322824311,0,0,0,0,1,1,5,0,10,1,6,24,"1, 480","156, 1, 480"
1445,2.75,0.5,0,0,0,0,1,0,3,0,0,0,0,4,"1, 555","1, 555"
1473,4.0,,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1500,3.6527777777777777,0.9843013798370936,0,0,0,0,4,4,5,4,8,5,6,36,"1, 480, 215, 555","1, 480, 215, 555"
1517,3.5725806451612905,0.9091825467010497,0,0,1,1,4,3,10,17,15,2,9,62,"1, 480, 555","156, 1, 480, 555"
1552,3.039473684210526,1.0422272081186599,0,2,1,3,2,2,9,6,13,0,0,38,1,1
1573,3.5,0.8854890790353708,0,1,0,0,1,3,16,5,12,2,5,45,"1, 480, 555","1, 480, 555, 286"
1580,3.3944444444444444,0.9316363652754333,0,1,1,3,7,4,20,20,22,5,7,90,"1, 480, 555","232, 153, 48, 156, 1, 480, 555, 359, 62, 286"
1587,3.4523809523809526,1.0943578243056735,0,0,1,0,2,2,5,1,5,2,3,21,"1, 555","1, 555, 3"
1617,4.127272727272727,0.8882889389479298,0,1,0,0,1,1,4,7,15,9,17,55,"1, 215","156, 1, 215, 290, 346"
1620,3.5714285714285716,0.7867957924694432,0,0,0,0,0,0,4,0,2,0,1,7,1,1
1625,3.6547619047619047,0.9720991570803276,0,1,0,1,2,3,5,4,14,10,2,42,"1, 480","48, 1, 480, 346, 286"
1644,2.0,1.063756996389881,0,4,1,2,6,2,2,2,1,0,0,20,1,1
1676,3.3333333333333335,1.068570995129105,0,1,2,0,6,2,9,9,11,4,4,48,"1, 480, 555","1, 480, 555, 435"
1732,3.8257575757575757,1.141835311587393,0,3,1,1,0,3,6,12,15,8,17,66,"1, 480, 555","153, 156, 1, 480, 555, 62, 286"
1777,3.40625,0.8929608234732722,0,1,0,0,2,2,8,6,9,3,1,32,"1, 480, 215, 555","232, 1, 480, 215, 555, 365"
1793,4.0,,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1804,3.5,2.1213203435596424,0,0,0,0,1,0,0,0,0,0,1,2,1,1
1805,3.3461538461538463,0.8987170342729172,0,0,1,0,0,1,4,0,7,0,0,13,1,1
1920,3.090909090909091,0.9170109546287278,0,0,0,1,2,0,3,1,4,0,0,11,1,1
1927,4.25,0.7071067811865476,0,0,0,0,0,0,0,3,1,1,3,8,1,"1, 290"
1954,3.8333333333333335,1.0962455865201521,0,2,0,0,1,2,3,5,12,6,8,39,"1, 480","232, 153, 156, 1, 480"
1967,3.6,0.9682458365518543,0,0,1,0,1,1,6,4,7,1,4,25,"1, 480","1, 480, 290"
2000,3.6530612244897958,0.6862039422359333,0,0,0,1,0,1,13,10,18,2,4,49,"1, 480, 215, 555","156, 1, 480, 215, 555, 286"
2005,3.6184210526315788,0.8255564096358008,0,0,0,0,2,4,8,5,10,6,3,38,"1, 480, 215","232, 153, 1, 480, 215, 365"
2012,3.3207547169811322,0.9098517399440664,0,0,1,2,4,3,18,5,13,4,3,53,"1, 480, 555","1, 480, 555, 359, 62"
2018,3.2954545454545454,0.9959332893739002,0,1,0,1,0,1,8,4,5,0,2,22,"1, 480, 555","232, 1, 480, 555, 3"
2028,4.119047619047619,0.7355133265141112,0,0,0,0,1,2,13,12,34,13,30,105,"1, 480, 215, 555","232, 1, 480, 215, 555, 300, 290, 62, 286"
2033,3.5833333333333335,0.8010409893798611,0,0,0,0,0,0,3,1,1,0,1,6,1,1
2046,3.1578947368421053,0.9136713422437124,0,1,0,0,2,0,8,1,7,0,0,19,1,1
2048,3.7,0.8366600265340756,0,0,0,0,0,0,2,1,1,0,1,5,1,1
2054,2.6904761904761907,0.9687330231549802,0,2,1,3,9,5,10,4,8,0,0,42,"1, 480, 555","232, 156, 1, 480, 555"
2058,3.533333333333333,1.1412190641506792,0,1,0,0,0,1,4,2,3,2,2,15,1,1
2078,3.8666666666666667,0.8801776205279027,0,0,0,0,2,0,7,2,10,2,7,30,1,"232, 1"
2090,3.227272727272727,1.2116855277595,0,1,0,0,1,0,4,0,4,0,1,11,1,"1, 3"
2093,3.2,0.5700877125495689,0,0,0,0,0,1,2,1,1,0,0,5,1,1
2094,3.3260869565217392,0.9121490066193569,0,0,0,1,2,0,11,2,4,0,3,23,"1, 480","1, 480"
2096,3.46875,0.5618051263561058,0,0,0,0,0,1,7,0,8,0,0,16,1,"232, 1"
2099,3.5,0.5773502691896257,0,0,0,0,0,0,2,0,2,0,0,4,1,1
2105,3.40625,0.7233156184342819,0,0,0,0,3,0,13,4,9,2,1,32,"1, 555","1, 555, 3"
2115,3.6527777777777777,0.8501817903732801,0,0,1,1,4,1,14,14,22,8,7,72,"1, 480, 215, 555","232, 48, 156, 1, 480, 215, 555, 62"
2116,3.111111111111111,1.2444320435890066,0,0,0,2,1,0,2,0,3,0,1,9,1,1
2137,3.6153846153846154,0.6175842099748474,0,0,0,0,0,0,5,2,5,0,1,13,1,"232, 1"
2139,3.466666666666667,0.833809387832792,0,0,0,1,0,1,4,2,6,0,1,15,1,1
2141,3.076923076923077,1.1875421719907087,0,0,0,2,2,1,3,1,2,0,2,13,1,1
2143,3.2,0.752772652709081,0,0,0,0,2,0,3,2,3,0,0,10,"1, 555","1, 555"
2161,3.5416666666666665,0.9659042470621783,0,0,0,1,2,1,6,2,7,2,3,24,"1, 555","1, 555"
2174,3.456140350877193,0.8252743145376507,0,0,2,1,2,2,14,10,19,7,0,57,"1, 480, 555","153, 156, 1, 480, 555"
2193,3.369565217391304,1.1698619897658076,0,1,0,1,1,2,6,5,2,0,5,23,"1, 480, 555","1, 480, 555"
2253,2.4545454545454546,1.059588256223743,0,0,2,1,2,1,3,0,2,0,0,11,1,1
2268,3.757575757575758,0.8396540593565539,0,0,1,0,0,2,6,2,16,2,4,33,1,"232, 156, 1, 290"
2273,3.340909090909091,1.0621896032473455,0,0,1,1,0,6,2,1,8,1,2,22,"1, 480","1, 480"
2291,3.6704545454545454,0.5801281115346952,0,0,0,0,1,1,9,9,20,3,1,44,"1, 480","232, 153, 1, 480, 365"
2329,4.284722222222222,0.6270116296565557,0,0,0,0,0,1,3,9,23,13,23,72,"1, 480, 152, 555","232, 1, 480, 152, 555, 300, 290, 62, 286"
2338,2.0833333333333335,1.1645001528813148,0,0,4,0,5,0,2,0,0,0,1,12,1,1
2353,3.641025641025641,0.8732028005590587,0,0,0,0,3,2,10,5,9,5,5,39,"1, 480","48, 1, 480, 435"
2366,3.8,0.9219544457292889,0,0,0,0,1,0,4,2,4,0,4,15,1,"1, 290"
2387,3.5,0.9258200997725514,0,0,0,0,1,0,3,0,3,0,1,8,"1, 555","1, 555"
2389,1.875,0.9161253813129043,0,1,1,1,3,1,0,1,0,0,0,8,1,1
2395,3.546875,1.187022399712556,0,0,2,1,3,1,3,6,8,1,7,32,"1, 480","153, 156, 1, 480, 346"
2406,3.5,0.6839166144230384,0,0,0,0,2,1,11,2,13,3,0,32,"1, 480, 555","156, 1, 480, 555"
2414,3.375,0.5175491695067657,0,0,0,0,0,0,5,0,3,0,0,8,1,1
2427,3.0384615384615383,1.492502630672423,0,1,1,1,2,0,1,1,4,0,2,13,1,1
2450,1.875,1.1103848636641915,0,2,3,0,3,1,2,0,1,0,0,12,"1, 555","1, 555"
2459,3.142857142857143,1.313845682030609,0,0,1,0,1,0,1,2,1,0,1,7,1,1
2470,3.217948717948718,0.8870031729818626,0,0,1,1,4,3,12,6,9,1,2,39,"1, 480, 555","232, 1, 480, 555, 359"
2478,3.4,0.7711918322345376,0,0,0,0,1,2,7,4,4,0,2,20,"1, 215, 555","1, 215, 555"
2492,2.6,1.5165750888103102,0,0,2,0,0,0,1,0,2,0,0,5,"1, 555","1, 555"
2502,4.054545454545455,0.8259266808590715,0,0,0,0,2,2,7,4,16,10,14,55,"1, 480","1, 480"
2528,3.2,0.6491753010001007,0,0,0,0,2,0,7,2,4,0,0,15,1,1
2529,3.8285714285714287,0.8823669466675578,0,0,0,1,1,1,6,4,14,0,8,35,"1, 555","232, 1, 555, 315, 290"
2542,3.96875,0.8700899100741849,0,0,1,0,0,0,5,5,9,5,7,32,"1, 480, 215","1, 480, 215"
2571,4.142361111111111,0.9115866334941459,0,2,1,0,3,4,12,9,42,24,47,144,"1, 480, 152, 555","232, 153, 48, 156, 1, 480, 152, 555, 300, 359, 62, 286"
2580,3.96875,0.8844725358464596,0,0,0,0,0,1,4,1,4,1,5,16,"1, 480","1, 480"
2596,3.5714285714285716,0.9322272357358045,0,0,0,0,1,0,1,2,2,0,1,7,"1, 480","1, 480"
2616,2.8125,0.9810708435174292,0,0,2,0,2,2,6,1,2,1,0,16,1,"156, 1"
2617,3.1132075471698113,1.2075145700425407,0,4,1,0,9,3,8,12,8,3,5,53,"1, 480","232, 153, 48, 156, 1, 480, 62"
2628,3.1666666666666665,1.082811442567467,0,2,3,4,11,5,18,15,19,3,7,87,"1, 480, 555","232, 1, 480, 555, 62"
2640,3.581081081081081,0.8540224554157544,0,0,1,1,0,2,9,3,17,1,3,37,"1, 480, 555","1, 480, 555"
2641,3.1785714285714284,0.8412324040786574,0,1,0,0,2,1,14,2,7,0,1,28,"1, 555","1, 555"
2644,3.4166666666666665,0.584522597225006,0,0,0,0,0,1,1,2,2,0,0,6,1,1
2648,4.0,0.9428090415820634,0,0,0,0,1,0,0,3,2,1,3,10,1,"1, 290"
2654,3.6,1.1937336386313322,0,0,0,0,1,0,1,1,0,1,1,5,1,1
2657,3.207317073170732,0.9998475493550102,0,0,2,1,4,2,15,6,5,2,4,41,"1, 480","156, 1, 480"
2692,3.941860465116279,0.6744424710330096,0,0,0,0,1,2,3,6,18,9,4,43,"1, 480, 215","156, 1, 480, 215, 286"
2700,3.8,0.8751623226059787,0,0,1,0,1,2,8,6,14,6,7,45,"1, 480","1, 480"
2716,3.7532467532467533,0.8414561963744467,0,0,0,1,4,2,14,14,24,5,13,77,"1, 480","232, 156, 1, 480, 365"
2761,4.029411764705882,0.7800358211985787,0,0,0,0,1,0,1,2,8,1,4,17,1,"1, 290"
2797,3.75,0.712092319645503,0,0,0,0,2,1,13,4,25,4,5,54,"1, 480, 555","232, 48, 156, 1, 480, 555"
2826,2.75,0.9951806948412009,0,0,2,0,2,2,4,1,3,0,0,14,"1, 555","1, 555"
2858,4.009009009009009,0.9486401319352349,0,0,5,0,1,2,9,13,38,13,30,111,"1, 480, 215, 152, 555","153, 156, 1, 480, 215, 152, 555, 300, 290, 359, 346, 365"
2872,4.035714285714286,0.8652319767706077,0,0,0,0,0,0,4,2,2,1,5,14,"1, 480","1, 480"
2899,3.0,2.8284271247461903,0,0,1,0,0,0,0,0,0,0,1,2,1,1
2916,3.6333333333333333,0.800567980192245,0,0,0,0,3,1,12,7,15,1,6,45,"1, 480, 555","1, 480, 555"
2944,3.94,0.6006940430313367,0,0,0,0,0,0,4,3,14,0,4,25,1,"156, 1"
2947,3.857142857142857,0.733358797622569,0,0,0,0,1,0,8,4,13,4,5,35,"1, 480","156, 1, 480, 290"
2948,3.8125,0.7914282631118085,0,0,0,0,0,0,9,3,5,2,5,24,"1, 480, 555","1, 480, 555, 290"
2949,3.8333333333333335,0.6582805886043833,0,0,0,0,0,0,5,4,8,1,3,21,1,1
2959,4.252032520325203,0.7928315713776187,0,1,0,1,2,2,5,10,32,32,38,123,"1, 480, 215, 152, 555","232, 153, 1, 480, 215, 152, 555, 435, 300, 290, 346, 62, 286"
2985,3.3068181818181817,1.0740918775980939,0,1,2,0,5,2,12,2,12,6,2,44,"1, 480, 555","1, 480, 555"
2987,3.56140350877193,0.9017353084004419,0,1,1,1,1,2,13,8,23,2,5,57,"1, 480, 555","156, 1, 480, 555, 290, 359"
2991,3.8214285714285716,0.7992097745500011,0,0,0,0,0,0,5,2,3,1,3,14,1,1
2993,3.59375,0.7576003783877971,0,0,0,0,1,0,5,3,4,2,1,16,1,"156, 1"
2997,4.009803921568627,0.724501180664541,0,0,0,0,1,1,7,5,20,7,10,51,"1, 480, 555","156, 1, 480, 555, 346, 286"
3033,3.4358974358974357,0.8443269444970821,0,0,1,0,3,3,7,9,12,2,2,39,"1, 480, 555","1, 480, 555"
3034,3.5833333333333335,0.9048981046008135,0,0,1,0,0,0,10,2,6,2,3,24,1,1
3052,3.5510204081632653,0.9749193233672364,0,0,2,0,3,4,8,8,13,6,5,49,"1, 480, 215","1, 480, 215"
3053,3.75,0.9574271077563381,0,0,0,0,0,0,2,0,1,0,1,4,1,1
3062,3.9375,0.4172614801981401,0,0,0,0,0,0,1,0,6,1,0,8,1,1
3147,4.221311475409836,0.6552645150620119,0,0,0,0,0,1,3,10,20,8,19,61,"1, 480, 215, 555","232, 1, 480, 215, 555, 365, 62, 286"
3168,3.5,0.9082951062292475,0,0,1,0,2,1,1,4,10,2,0,21,"1, 480","156, 1, 480, 290"
3176,3.3666666666666667,1.0901861066471343,0,0,3,0,2,2,4,3,13,1,2,30,"1, 480","156, 1, 480"
3243,2.5,0.7071067811865476,0,0,0,2,3,0,5,1,0,0,0,11,"1, 555","1, 555"
3247,2.9583333333333335,1.0312156889329456,0,0,2,0,5,1,9,1,2,4,0,24,1,1
3253,3.5675675675675675,0.9064748737260712,0,0,0,2,2,2,6,6,12,4,3,37,"1, 480","1, 480"
3273,2.6333333333333333,1.3425278218275227,0,2,1,0,3,2,2,1,3,0,1,15,1,1
3386,3.5454545454545454,0.6105139414683932,0,0,0,0,0,0,4,4,2,0,1,11,"1, 480","1, 480"
3439,2.7222222222222223,0.9391189724653871,0,0,1,0,2,1,2,2,1,0,0,9,1,1
3440,2.25,1.3322912594474228,0,1,1,0,1,0,2,0,1,0,0,6,1,1
3441,3.5,1.2909944487358056,0,0,1,0,1,0,2,1,2,1,2,10,"1, 555","1, 555"
3448,3.8275862068965516,0.7230375171673509,0,0,0,0,0,1,7,4,11,1,5,29,"1, 480, 215, 555","1, 480, 215, 555, 346"
3450,3.7333333333333334,0.8423323628614833,0,0,0,0,0,2,3,2,5,0,3,15,"1, 555","1, 555"
3479,3.35,0.6687467549246293,0,0,0,0,1,0,4,1,4,0,0,10,1,1
3489,3.5,0.7928249671720918,0,0,0,0,3,3,7,8,11,1,3,36,1,1
3527,3.7083333333333335,0.9287087810503355,0,0,1,0,3,1,3,6,15,2,5,36,"1, 480, 555","1, 480, 555"
3578,3.913265306122449,0.9765959980053206,0,1,1,2,3,3,10,15,24,16,23,98,"1, 480","232, 156, 1, 480, 435, 365, 62, 286"
3617,3.08,1.0070584226680528,0,0,1,2,3,3,3,5,7,0,1,25,"1, 480","1, 480"
3639,3.409090909090909,0.8005679801922451,0,0,0,0,1,1,3,2,2,2,0,11,1,1
3671,3.85,0.9948585777604724,0,1,0,1,2,0,4,3,17,5,7,40,"1, 480, 555","1, 480, 555, 290"
3702,3.375,0.9469631093315001,0,0,0,0,4,2,6,2,7,0,3,24,"1, 480, 555","1, 480, 555, 290"
3703,4.113636363636363,0.7704639632161381,0,0,0,0,0,0,5,1,7,2,7,22,"1, 480, 555","1, 480, 555, 290, 3"
3729,4.0,1.4142135623730951,0,0,0,0,0,0,1,0,0,0,1,2,1,1
3740,3.911764705882353,0.8702602720890289,0,0,0,0,1,1,1,3,6,1,4,17,1,1
3744,2.5833333333333335,1.0408329997330663,0,0,1,2,3,0,2,2,2,0,0,12,1,1
3793,3.7341772151898733,0.8390907893711681,0,1,0,0,3,3,13,16,26,6,11,79,"1, 480, 555","232, 48, 1, 480, 555, 365, 62"
