movieId,mean_rating,std_rating,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,count_users,rated_by_group,rated_by_all_groups
7317,2.85,1.2920698295542872,0,1,0,1,1,1,3,0,1,2,0,10,153,153
7361,4.1875,0.7132338548089047,0,0,0,1,0,3,2,10,28,14,22,80,"232, 153","232, 153, 480, 215, 152, 435, 300, 62, 286"
7458,3.2580645161290325,0.9563033666322931,0,2,0,0,1,1,11,6,8,1,1,31,"232, 153","232, 153, 480, 62"
8464,3.4558823529411766,0.9563792757442435,0,1,1,0,2,1,6,6,12,5,0,34,"232, 153","232, 153, 480, 365"
8528,3.6296296296296298,1.024625565686095,0,1,1,0,0,1,4,4,9,6,1,27,"232, 153","232, 153, 480"
8533,3.4791666666666665,1.15607249910566,0,0,2,0,2,1,3,6,4,2,4,24,"232, 153","232, 153, 480, 359, 365"
8784,3.5357142857142856,1.0708993401928106,0,1,0,0,2,4,3,4,5,7,2,28,153,"153, 480, 215"
30707,4.0,0.6513389472789296,0,0,0,0,1,1,2,3,16,8,3,34,"232, 153","232, 153, 480"
30810,3.32,1.0789655539759677,0,0,2,0,1,3,7,3,3,4,2,25,153,"153, 480"
33679,3.1447368421052633,1.102257479220652,0,1,1,0,6,8,4,5,8,1,4,38,"232, 153","232, 153, 480, 62"
36535,3.75,0.7559289460184544,0,0,0,0,1,0,0,1,5,1,0,8,153,"153, 480"
40819,3.738095238095238,0.7003400534570262,0,0,0,0,1,1,2,5,8,3,1,21,"232, 153","232, 153, 480, 365"
41285,3.5,1.0606601717798212,0,1,0,0,0,0,3,2,6,0,1,13,153,"153, 480, 506"
44191,3.9015151515151514,0.8736294627749446,0,2,0,0,0,3,6,7,27,13,8,66,"232, 153","232, 153, 480, 435, 62"
45720,3.4285714285714284,1.154184931951053,0,2,0,0,0,1,3,7,3,4,1,21,153,"153, 506"
46578,3.81,0.7483996531374975,0,0,1,0,0,3,6,7,22,7,4,50,"232, 153","232, 153, 480, 346, 365"
47099,3.870967741935484,0.8560348701570112,0,0,0,0,2,2,1,7,11,1,7,31,"232, 153","232, 153, 480, 365, 62"
51662,3.6018518518518516,1.00648664862701,0,1,1,2,2,1,6,16,13,5,7,54,"232, 153","232, 153, 480, 365, 62"
55247,3.75,0.972111104761179,0,0,0,1,0,5,0,7,4,4,5,26,153,"153, 359"
55269,3.15,0.8834905520465713,0,0,0,0,1,4,1,0,3,1,0,10,153,153
56367,3.5641025641025643,0.9540735874430285,0,1,0,1,2,2,5,9,10,7,2,39,"232, 153","232, 153, 365, 506"
56715,3.75,0.6454972243679028,0,0,0,0,0,0,1,1,1,1,0,4,153,153
60950,2.9583333333333335,1.0103629710818451,0,0,2,0,0,0,6,1,3,0,0,12,153,"153, 152"
62644,3.4,0.6519202405202649,0,0,0,0,0,1,1,1,2,0,0,5,153,153
63082,3.75,1.1056947931548544,0,1,1,1,1,4,1,7,12,6,8,42,153,"153, 215, 435, 300"
64034,3.3,1.396424004376894,0,0,1,0,0,0,1,0,2,1,0,5,"232, 153","232, 153"
64957,3.5434782608695654,0.8516433776456828,0,0,1,0,0,2,3,9,3,4,1,23,"232, 153","232, 153, 62, 506"
65230,2.85,1.1559027256266468,0,1,0,0,2,2,0,2,3,0,0,10,153,153
66665,3.5,0.5773502691896257,0,0,0,0,0,0,2,0,2,0,0,4,153,153
68954,3.939655172413793,0.7784238810937055,0,0,0,0,1,3,8,9,18,7,12,58,"232, 291, 153","232, 291, 153, 435, 365, 62"
69644,2.5454545454545454,1.4396969378057567,0,2,1,1,0,1,2,0,4,0,0,11,153,153
69757,3.6458333333333335,1.0681064784352552,0,1,0,0,1,3,1,5,6,4,3,24,"232, 153","232, 153, 62"
72378,2.392857142857143,1.2117782773290637,0,2,1,1,3,0,3,2,2,0,0,14,"232, 153","232, 153, 152, 3"
72641,3.619047619047619,1.0356732339976,0,0,1,1,1,0,2,3,9,2,2,21,"232, 153","232, 153"
72998,3.401639344262295,1.1684022999062562,0,1,3,2,5,4,12,5,14,7,8,61,"232, 291, 153","232, 291, 153, 365, 62"
79702,3.7666666666666666,0.8879784609586185,0,0,0,0,2,2,5,4,8,4,5,30,"232, 153","232, 153, 152, 365, 62"
81456,3.0,0.0,0,0,0,0,0,0,2,0,0,0,0,2,153,153
81591,3.5,1.1726039399558574,0,1,1,1,2,1,2,7,6,5,3,29,"232, 153","232, 153, 300, 365"
81845,4.052631578947368,0.645037959119886,0,0,0,0,0,2,2,5,16,7,6,38,153,"153, 62"
85885,1.0,,0,0,1,0,0,0,0,0,0,0,0,1,153,153
86880,3.09375,1.2277180729575772,0,1,0,2,2,0,1,4,5,0,1,16,153,"153, 62"
86882,3.4705882352941178,0.9432422182837986,0,0,0,1,1,1,3,5,3,1,2,17,153,153
87194,3.5,0.0,0,0,0,0,0,0,0,2,0,0,0,2,153,153
88810,3.8333333333333335,0.7487363091276265,0,0,0,0,0,2,0,2,5,2,1,12,153,153
89745,3.8085106382978724,1.0244467833132611,0,2,0,0,0,4,4,8,14,6,9,47,"291, 153","291, 153, 365, 62"
89904,4.625,0.44320263021395917,0,0,0,0,0,0,0,0,2,2,4,8,153,153
91529,3.965909090909091,0.9425209100926861,0,1,1,0,0,1,3,5,18,6,9,44,153,"153, 365, 62"
92259,4.2727272727272725,0.7977240352174657,0,0,0,0,0,1,2,3,3,4,9,22,153,"153, 152, 300"
94959,3.861111111111111,0.8711985583692017,0,0,0,0,1,1,2,4,3,4,3,18,153,153
95167,3.21875,1.210630001280325,0,1,0,1,1,2,3,1,4,2,1,16,153,153
95510,3.0,1.3333333333333333,0,3,0,0,2,1,2,5,3,3,0,19,153,153
96821,3.7916666666666665,1.0543919689766346,0,0,0,1,0,0,3,1,3,1,3,12,153,"153, 365, 62"
97921,3.973684210526316,0.8074941384466707,0,0,0,0,1,0,2,4,5,3,4,19,153,"153, 62"
99114,3.8625,0.9197790983402427,0,0,1,0,1,2,6,5,10,8,7,40,153,"153, 300, 365, 62"
100843,3.5,,0,0,0,0,0,0,0,1,0,0,0,1,153,153
101973,1.5,,0,0,0,1,0,0,0,0,0,0,0,1,153,153
102125,3.1470588235294117,1.0423037267627557,0,1,0,1,0,2,5,3,4,0,1,17,"291, 153","291, 153, 62"
105355,3.25,1.0606601717798212,0,0,0,0,0,1,0,0,1,0,0,2,153,153
105844,3.590909090909091,0.7354652207338501,0,0,0,0,1,1,1,0,8,0,0,11,153,153
106100,4.045454545454546,1.386624416605763,0,1,0,0,0,1,0,0,2,3,4,11,153,153
106696,3.473684210526316,1.285319720390896,0,1,1,0,1,1,3,3,3,3,3,19,153,153
106782,3.870967741935484,1.1177935254739124,0,1,1,0,0,1,5,2,9,4,8,31,153,"153, 365, 62"
106916,3.1923076923076925,1.146343126687016,0,1,0,0,2,1,1,2,5,1,0,13,153,"153, 365"
106920,3.933333333333333,0.9232447954800247,0,0,0,0,1,1,1,2,5,1,4,15,153,153
109374,3.9285714285714284,0.6875238727711585,0,0,0,0,0,0,6,10,9,3,7,35,153,"153, 62"
109487,3.9651162790697674,0.9536605468080381,0,1,0,0,0,1,9,5,9,6,12,43,153,"153, 300, 365, 62, 506"
111659,2.3333333333333335,1.1989578808281798,0,1,2,0,0,2,1,3,0,0,0,9,153,"153, 62"
111921,3.4,1.1937336386313322,0,0,0,0,1,1,0,1,1,0,1,5,153,153
112183,3.3,1.0656989658033293,0,0,1,1,0,1,4,2,4,1,1,15,153,"153, 300"
112290,3.6363636363636362,1.3055824196677337,0,1,0,0,0,1,1,2,2,2,2,11,153,"153, 300"
112454,3.5,,0,0,0,0,0,0,0,1,0,0,0,1,153,153
112552,3.98,0.8953584012375528,0,0,1,0,0,1,1,5,6,7,4,25,153,"153, 300, 62, 506"
112556,3.9545454545454546,0.6709817063202619,0,0,0,0,0,0,4,4,8,2,4,22,153,"153, 300, 62, 506"
117176,3.6923076923076925,1.0111557236330602,0,0,0,0,2,1,1,1,3,4,1,13,153,"153, 62"
117881,3.6666666666666665,0.7637626158259733,0,0,0,0,0,0,1,1,0,1,0,3,153,153
118696,3.576923076923077,0.7316121993627568,0,0,0,0,0,1,5,1,4,1,1,13,"291, 153","291, 153, 62"
122892,3.5833333333333335,1.1663164740528442,0,1,0,0,2,0,2,3,6,1,3,18,"291, 153","291, 153, 62"
133780,3.0,,0,0,0,0,0,0,1,0,0,0,0,1,153,153
134853,3.730769230769231,1.1509193649493368,0,0,1,0,4,1,1,2,7,5,5,26,"291, 153","291, 153"
138396,3.5,,0,0,0,0,0,0,0,1,0,0,0,1,153,153
140174,3.6666666666666665,1.0327955589886446,0,0,0,0,1,0,1,1,0,3,0,6,153,153
142488,4.2272727272727275,0.8764598212022147,0,0,0,0,0,1,1,1,1,3,4,11,153,153
143969,2.8333333333333335,1.755942292142123,0,0,1,0,0,0,1,0,0,1,0,3,153,153
152270,3.5,,0,0,0,0,0,0,0,1,0,0,0,1,153,153
158966,4.5,0.0,0,0,0,0,0,0,0,0,0,2,0,2,153,"153, 62"
166461,3.142857142857143,1.4351041110399656,0,1,0,0,1,0,1,0,3,1,0,7,153,153
168492,4.0,0.7071067811865476,0,0,0,0,0,0,0,1,0,1,0,2,153,153
172547,2.25,2.4748737341529163,0,1,0,0,0,0,0,0,1,0,0,2,153,153
173145,2.75,3.181980515339464,0,1,0,0,0,0,0,0,0,0,1,2,153,153
174055,3.4285714285714284,1.3363062095621219,0,0,0,1,0,2,0,1,1,0,2,7,153,153
175303,3.357142857142857,1.4351041110399654,0,1,0,0,0,0,2,0,3,0,1,7,153,"153, 62"
177615,3.75,1.0606601717798212,0,0,0,0,0,0,1,0,0,1,0,2,153,153
177765,2.8125,1.334634781503914,0,0,0,2,2,1,0,0,2,0,1,8,153,153
179709,3.0,,0,0,0,0,0,0,1,0,0,0,0,1,153,153
179819,2.5625,1.590990257669732,0,2,0,0,2,0,1,1,0,2,0,8,153,"153, 62"
180095,4.0,,0,0,0,0,0,0,0,0,1,0,0,1,153,153
184471,2.5,1.35400640077266,0,1,0,0,0,0,2,1,0,0,0,4,153,"153, 62"
11,3.6363636363636362,0.8377963645268319,0,0,0,1,0,5,12,1,18,1,6,44,156,"156, 94, 290"
17,3.8255813953488373,1.122729035548949,0,1,2,0,1,0,6,6,13,2,12,43,156,"156, 94, 302, 346, 262"
19,2.6810344827586206,1.0458702238355713,0,0,6,2,20,1,12,4,10,2,1,58,156,"156, 480, 94, 555"
21,3.5833333333333335,0.7672369140425294,0,0,0,0,3,3,13,1,24,0,4,48,156,"156, 480, 94, 555, 302, 262"
25,3.7027027027027026,0.9821989180989332,0,0,1,0,2,1,10,2,12,1,8,37,156,"156, 302, 290, 262"
34,3.636986301369863,1.0809598164639338,0,0,3,1,7,4,8,4,30,2,14,73,156,"156, 480, 94, 290, 359"
39,3.2586206896551726,1.0141169320374894,0,0,4,1,4,2,21,5,14,2,5,58,"232, 156","232, 156, 480, 94, 555, 506, 286"
45,3.5294117647058822,0.7998161553463028,0,0,0,0,0,2,7,1,4,1,2,17,156,156
47,3.9070796460176993,0.9462064119192052,0,2,1,0,5,0,17,12,34,19,23,113,"232, 156","232, 156, 1, 480, 94, 152, 302, 346, 62, 286"
50,4.202830188679245,0.8187630097455448,0,0,2,0,1,1,11,5,29,25,32,106,156,"156, 1, 480, 215, 152, 555, 435, 290, 346, 262"
52,3.6470588235294117,0.8434435718075807,0,0,0,0,1,0,6,2,5,0,3,17,156,156
58,3.8,0.9375219295680781,0,0,0,0,3,0,1,3,7,3,3,20,156,"156, 302, 359"
62,3.8636363636363638,0.9109389250430362,0,0,0,0,2,2,11,2,13,2,12,44,156,"156, 480"
68,3.0,0.816496580927726,0,0,0,0,1,0,2,0,1,0,0,4,156,156
111,4.078947368421052,0.7893796936531111,0,0,0,0,2,0,9,4,18,9,15,57,156,"156, 480, 152, 290, 346"
150,3.881818181818182,0.9084902102123664,0,0,1,0,7,1,20,11,36,6,28,110,"232, 156","232, 156, 480, 94, 555, 290, 359, 286"
154,4.055555555555555,0.5270462766947299,0,0,0,0,0,0,1,0,6,1,1,9,156,"156, 315"
185,2.9754098360655736,0.9056591959644494,0,1,3,1,7,4,28,3,12,0,2,61,"232, 156","232, 156, 480, 94, 555, 286"
223,3.906779661016949,0.9444692738434458,0,0,1,1,1,3,8,6,20,3,16,59,156,"156, 1, 480, 215"
235,3.731707317073171,0.8298912652842672,0,0,1,0,1,0,11,3,17,3,5,41,156,"156, 1, 480, 290"
260,4.25531914893617,0.8672967470343779,0,0,1,1,4,4,8,9,38,16,60,141,"232, 156","232, 156, 1, 480, 215, 152, 555, 302, 290, 365, 62, 262"
288,3.2934782608695654,0.9461975771858981,0,0,1,0,8,1,15,3,13,1,4,46,156,"156, 480, 94"
300,3.9054054054054053,0.6955996397776949,0,0,0,0,0,0,10,2,17,1,7,37,156,"156, 480, 290, 262"
318,4.462209302325581,0.6925010206048016,0,0,1,0,1,0,10,10,38,25,87,172,"232, 156","232, 156, 480, 215, 94, 152, 555, 435, 300, 290, 365, 62, 262"
344,3.0585106382978724,1.036579318084877,0,1,5,3,15,3,31,10,16,4,6,94,156,"156, 480, 94, 555, 62"
348,3.45,1.179875104897927,0,0,1,0,3,1,5,0,5,1,4,20,156,"156, 480, 262"
357,3.5476190476190474,1.0652664580883557,0,1,3,1,2,2,15,3,25,2,9,63,156,"156, 480, 94, 555, 346"
367,3.3222222222222224,1.0008735260915642,0,1,4,2,5,5,28,8,27,2,8,90,156,"156, 1, 480, 94, 555, 262"
370,3.0428571428571427,1.0387452029437514,0,2,0,2,3,2,12,5,7,0,2,35,156,"156, 480, 359"
376,3.12,0.725718035235908,0,0,0,0,4,3,9,1,8,0,0,25,156,156
