BaselineOnly(SDG),CoClustering,KNNBasic(Itembased-cosine),KNNBasic(Userbased-cosine),KNNWithMeans(Itembased-cosine),KNNWithMeans(Userbased-cosine),NMF,NormalPredictor,SlopeOne,SVD
0.5825129609133803,0.5537405171936431,0.5347021708908138,0.570645971239443,0.567601316835055,0.5765682656826568,0.5625246104517073,0.43112739814615225,0.5800800510470445,0.5836348780203104
0.6030271965265633,0.5748447919061853,0.5267038870746866,0.5919261276192731,0.5453157378121932,0.5962318149296446,0.5774005427565102,0.45165078361410954,0.6017571308220002,0.605070490712168
0.678472080873872,0.6512536633018561,0.6360513929525505,0.6740815638692281,0.6717721348918447,0.6763611768684478,0.6612007405448295,0.4745408816969582,0.6745817593092283,0.6717721348918447
0.6641870350690754,0.628377529219555,0.6327111673521038,0.6543646119617851,0.6601531555320834,0.6580679126085812,0.6495615459564794,0.46950561059204654,0.6586747464102226,0.6564695069914003
0.5410962610248363,0.558191459670667,0.47977738329415154,0.5594405594405594,0.5547234703500306,0.5450779461462989,0.5497526113249038,0.4095171792456694,0.5604752830400179,0.5496921723834652
0.5413892046992583,0.5330206278982996,0.5243288590604027,0.5393743257820928,0.5430355688297583,0.5450482367689541,0.5415651232060655,0.445612940599795,0.5415064710023285,0.545583501554913
0.5996282304970918,0.5998080614203455,0.5474352657798215,0.5519068381257244,0.59509640561771,0.6019020103527146,0.5992688919518189,0.4158177055179009,0.592206561648703,0.6002400960384154
0.6413134098634002,0.5588777734309507,0.611396429444852,0.5885815185403179,0.5967655308229397,0.6090504902856446,0.597442944198829,0.467551898260707,0.5944949765174484,0.6466214031684449
0.5374610340750295,0.5405697605275961,0.48978792182984765,0.5489980785067252,0.5460005460005459,0.5410962610248363,0.5193995740923493,0.4156448730204913,0.5454644629902362,0.5396362851438131
0.6350819255683984,0.629643621710112,0.6389368091495751,0.6224324660774306,0.6273132174894924,0.6252344629235963,0.621272365805169,0.4808617041738796,0.6329113924050632,0.6354855109303509
0.4694174529409003,0.4789730817128077,0.4526320554021636,0.46390796066060497,0.4606172270842929,0.4755790174537499,0.47666714333381,0.4016548178495401,0.4756921320521359,0.4670932785277219
0.5376922249704269,0.5012028869286287,0.5163955589981926,0.5216211986855146,0.5176251358765982,0.526371196968102,0.5244113482615763,0.43769422681314835,0.5108034938958983,0.5334755934915978
0.5049229992426154,0.4584842510659759,0.48160277403197843,0.4889497359671426,0.49074937429454774,0.4871632484045404,0.48633401420095324,0.4330504070673827,0.4756695048280455,0.5111690436027194
0.5221386800334169,0.5233136218535769,0.4703447627110672,0.5026893882270145,0.5119017148707448,0.5184033177812338,0.5065342923715935,0.4128989636236013,0.5384739647838027,0.5243013684265716
0.5119803399549457,0.49985004498650404,0.47272383473574736,0.49046054244935994,0.5062778452814904,0.5015045135406219,0.4951720722951226,0.4146624647536905,0.5108556832694764,0.5057145746940427
0.48341873731025814,0.4779200917606576,0.45400889857441207,0.4487726069200736,0.4879953152449737,0.48213683043247674,0.4700573469963336,0.3733293511535877,0.4891171435558816,0.4778059152372306
0.4157831275206852,0.41221814584278,0.3869519792593739,0.40829658664053564,0.4180776788327272,0.4085634907664651,0.39436841897700825,0.3338117969089027,0.4201151115405621,0.41580041580041577
0.458547322083639,0.4379817799579538,0.4465282429113641,0.446927374301676,0.4316484654897052,0.44393145698304176,0.44271294492650964,0.3849114703618168,0.44004400440044006,0.4544421722335833
0.6343165239454488,0.6165228113440198,0.5736905513166198,0.6170554115759596,0.6087538808059901,0.6321112515802781,0.6220065932698887,0.4691311690748734,0.6215040397762586,0.6366182836771073
0.6364562118126272,0.5993048064245475,0.585480093676815,0.6150061500615006,0.6172077521293667,0.6225874735400324,0.6311139160618492,0.4475274110539271,0.6177033788374823,0.6354855109303509
0.4662004662004662,0.45293957786031347,0.4582741395903029,0.4613823013749193,0.4639294827186268,0.46099944680066385,0.46108447067502767,0.3924338748920807,0.47160913035276364,0.4682524817381532
0.43635728934851853,0.4183750313781273,0.42043304603741855,0.3672015569346014,0.42425013788129484,0.43079309007883515,0.4324698352289928,0.34664448141985577,0.4266029606245467,0.4348015131092656
0.5408621342419817,0.5522726017562268,0.5283736658564938,0.5358769626493758,0.5556790397866193,0.5472255663784612,0.5428881650380022,0.45012603528988115,0.5465675557498907,0.5428292259255239
0.5577244841048522,0.5469861065528936,0.5249343832020997,0.5489076737292787,0.5417411560756271,0.5435373410153278,0.5403360890473875,0.4327131112072696,0.5568548836173294,0.5598790661217177
0.5351600128438403,0.5060728744939271,0.4521817770743839,0.5179468586523023,0.5128994204236549,0.518295843267337,0.5198315745698394,0.3924492759310859,0.5149065444621801,0.5377500537750054
0.4939735230191662,0.4691311690748734,0.4610632117663332,0.49029221415963914,0.48192771084337344,0.48046893768317883,0.4845195988177721,0.4153513872736335,0.49074937429454774,0.4953928465272961
0.4554978591600619,0.41839253587715997,0.41266042173895096,0.3709886848451122,0.4283755997258396,0.424322145372767,0.42229729729729726,0.3337895123335225,0.4185501423070484,0.4539058599246516
0.5856858381164344,0.5765350245027385,0.565642853102551,0.569313976658127,0.5826147751106967,0.58230943923601,0.570027931368637,0.42746003248696246,0.5692491603574885,0.5796429399489914
0.6112843083318051,0.5803493703209331,0.5980861244019138,0.5614192679092747,0.6054001695120474,0.6197706848466067,0.6011783094865937,0.40670245648283715,0.5905976848570753,0.6101653548111539
0.5506304718903144,0.5322546306152863,0.5511463844797178,0.5305884225606197,0.5383580080753702,0.5373743887366328,0.5220024012110456,0.4115395695296103,0.5354178936660062,0.5525472427892585
0.6221226825930073,0.5921013677541596,0.5896574090453447,0.5625246104517073,0.6020107157907411,0.6197322756569162,0.5994125756758377,0.4506128334534968,0.6086427267194157,0.6182380216383307
0.5225479437738413,0.524714030853185,0.4860976083997667,0.5139274334463974,0.5300540655146825,0.5229578495973225,0.5258729490954985,0.4084466772862803,0.5331058748267407,0.5262050094716902
0.5241639584862146,0.4794323520951194,0.5373743887366328,0.480007680122882,0.48355899419729204,0.5070479667376534,0.48248576666988324,0.41649312786339027,0.48680751630805186,0.5189413596263622
0.4582111436950147,0.4495998561280461,0.43493389004871263,0.44485964678144047,0.46112699437425064,0.46541934282788794,0.4621072088724585,0.3738178012036933,0.4612971676353908,0.4586735161911751
0.5962673662870431,0.5875785886362301,0.5763356578871535,0.5176787285810426,0.5836348780203104,0.5916809656233358,0.5815982319413748,0.4342539517109606,0.5918910920390648,0.584966364434045
0.59509640561771,0.5762360262763628,0.562714534916437,0.5472255663784612,0.5911912503694945,0.589935697009026,0.578368999421631,0.4120992334954257,0.5822416302765647,0.5958765343820761
0.43525571273122954,0.4318908180012093,0.42667576908307375,0.43114598603087007,0.4317230065190174,0.43967639817094617,0.4291477126426916,0.3681749567394426,0.43548316857553454,0.43940592319184457
0.5691843588138198,0.5592841163310962,0.569313976658127,0.5557716889901628,0.5660911406736485,0.5662514156285391,0.549178977428744,0.44559308439533013,0.5784693700468561,0.56315819113589
0.6086056843770921,0.600096015362458,0.5971575301564553,0.5930142916444285,0.6085686465433301,0.5887201224537855,0.590388475616956,0.4313319530710835,0.6080505898090721,0.6064281382656155
0.5486366379546826,0.4830684507994783,0.540891389009087,0.4909903274905485,0.5213492518638236,0.5167157546633597,0.5016302984700276,0.4664831832812427,0.5178932104200115,0.5559879906594017
0.49140049140049136,0.486523304466284,0.4710315591144606,0.489021468042447,0.48553117110118466,0.49514755397108334,0.48687862115974484,0.40567951318458423,0.49783442027181757,0.4892367906066536
0.5843169335047329,0.5649079200090386,0.5431830526887561,0.47913372622298883,0.564652738565782,0.5707436790137549,0.5776673791231008,0.4028035124466286,0.5665080444142306,0.5794078451822238
0.6518055012384304,0.6358896095637797,0.666800026672001,0.6220065932698887,0.6460783046905285,0.6476683937823834,0.6377551020408163,0.4843787842092517,0.6411078343377355,0.6560388374991799
0.5353605653407569,0.5157297576070139,0.4945598417408506,0.47616780153326027,0.534159500026708,0.5298574683410163,0.5310674455655868,0.38939293641213346,0.5422405379026136,0.5393452348848499
0.5308982798895732,0.5195344970906068,0.513373376456697,0.49331557397267034,0.5317451877060513,0.5336179295624333,0.529156524499947,0.3652701172517076,0.5349882302589343,0.5261773217574323
0.5723115664167573,0.5721151095600435,0.5543237250554324,0.5643340857787811,0.5770007501009752,0.5710043967338548,0.5684078895015062,0.44654818254889705,0.5728361115884745,0.5639521768554027
0.602627455706882,0.5713306290350226,0.5662514156285391,0.5892751915144372,0.5872680291284943,0.5895183634970229,0.5723443223443224,0.42830221003940383,0.58459020226821,0.6047777441790142
0.7360518180479906,0.7304068366079907,0.704324552753909,0.5156765676567656,0.6952169076751946,0.7316894709885124,0.713877784123358,0.3976775630318938,0.7401924500370096,0.7336757153338225
0.5053567818880129,0.4744058067270744,0.4241601628775026,0.5007511266900351,0.5026388539834129,0.5047445992327882,0.5151983513652757,0.4181825785137791,0.5111167901865576,0.49568751858828186
0.5902142477719412,0.5827505827505828,0.5824790307548928,0.572475383558507,0.599592277251469,0.5855829478245593,0.5809562539940742,0.4373305344179131,0.5907023450883101,0.5772338951743246
0.613421666053245,0.6025185274447189,0.5864414731409805,0.5941770647653001,0.6232859636000997,0.6091246878235974,0.6150061500615006,0.42390843577787196,0.6121449559255632,0.6177796997590659
0.5206164098292378,0.5106209150326797,0.486902327393125,0.5232862375719518,0.5221386800334169,0.5182689816014512,0.5079494082389394,0.41442188147534187,0.5152514427040397,0.5084918132818061
0.47737254153141107,0.46375736214812413,0.48600311041990674,0.4055478952064239,0.44782803403493054,0.46724605177086254,0.47578266247977924,0.3755586434821797,0.4649865153910537,0.4812319538017324
0.5202913631633714,0.4822298307373294,0.5483358008444371,0.4651379133913206,0.4869734599464329,0.5038291011688836,0.47344001515008044,0.4345181194055792,0.4921502042423347,0.5244663554832958
0.5781015146259684,0.5253204454717377,0.5774005427565102,0.5432715814635737,0.5443361820260193,0.5643977875606727,0.5435668859053107,0.4897639337839161,0.5503274448296737,0.5877512636652169
0.4787437763309077,0.48065368901706323,0.47258979206049145,0.48065368901706323,0.4841208365608056,0.4844491812808836,0.46788003555888275,0.38743171516020297,0.4843553230650005,0.47542074736141493
0.5410962610248363,0.5421817393190197,0.5035500276952515,0.560161326462021,0.5549389567147613,0.5502063273727649,0.5436259853220984,0.4216029343564231,0.5591590248266607,0.5437442227176337
0.6299609424215699,0.6008532115604158,0.6185822095756526,0.5028410519434806,0.628654051675363,0.6345580303318739,0.6088650754992694,0.403893533664526,0.625,0.6319514661274014
0.5764353239566521,0.5778008898133703,0.549178977428744,0.5649717514124294,0.5858917272088119,0.550721445093072,0.5699304684828451,0.429000429000429,0.5728032993470042,0.5712653527563554
0.616370808678501,0.5700929251467989,0.5586280096084018,0.5824111822947,0.6044122091266243,0.5911563017261764,0.621079436059872,0.4036326942482341,0.6248437890527369,0.6074227054607301
0.5000250012500626,0.4961301845604286,0.4635423909516525,0.4844257133168628,0.5054845068998636,0.5053312446308555,0.49568751858828186,0.3620695897751548,0.5105166428425566,0.48790007806401253
0.5263157894736842,0.4921259842519685,0.5191299382235374,0.4985790497083312,0.5023610971566361,0.5204267499349466,0.48541332945002663,0.44318383265378475,0.5059192552868562,0.533731853116994
0.4906771344455348,0.48484848484848486,0.4586104104563173,0.5009518084360285,0.4817419789960497,0.4898599000685803,0.4993757802746567,0.37579857196542654,0.4985293384515679,0.493583415597236
0.4325259515570934,0.4271496305155696,0.4341408352869671,0.40563014643248285,0.43256337053378324,0.42594880095412535,0.43419738613173553,0.3804595951909907,0.4379625979941313,0.42709490048688814
0.580046403712297,0.5505092210294522,0.5380972879896685,0.5275652862041678,0.5602868668758404,0.5717226001943857,0.5632216277105041,0.4389622931390193,0.5531279384921732,0.580046403712297
0.5964807634953773,0.5930494603249912,0.5997001499250375,0.5878894767783657,0.5885815185403179,0.6050338818973863,0.5771006463527238,0.47989250407908624,0.5791393988533039,0.5963384817222256
0.5429765977086388,0.5433601391001956,0.5114566284779051,0.5418879375745096,0.5469561888092763,0.5423581733376722,0.551298307514196,0.3813300793166565,0.5476751191193384,0.527676639755158
0.4886391399951136,0.47218811974690716,0.4688452341881944,0.4837929366231253,0.48236939848536003,0.48742444921037237,0.48309178743961345,0.3930354124906654,0.48600311041990674,0.48761458942851577
0.6258213905751299,0.6195019204559534,0.6205398696866274,0.5931198102016607,0.6109108681043436,0.6290099383570261,0.6038282712396594,0.4034210101662095,0.6124073733847756,0.6259780907668231
0.510073960724305,0.5102821860488851,0.48612123863691603,0.5074596569572719,0.5180541884681138,0.5112213077041051,0.5215395848544905,0.4227793514564749,0.5130046683424819,0.49910161708923934
0.5523336095001381,0.5475251861585633,0.49674631165863603,0.561324726354196,0.5593466830741695,0.5486065393899495,0.5622083544161467,0.3901373283395755,0.5571961887780688,0.552455665432849
0.4202563563773902,0.38056094683563574,0.41874293371299365,0.36974044220956886,0.396275014860313,0.3991856612510478,0.3950227138060438,0.3540825720558034,0.40290088638195,0.42151407857022427
0.5775005775005775,0.5667970299835629,0.5577555914998048,0.49026817669265094,0.5685048322910745,0.5805852299117511,0.5655468838366701,0.38598116411919103,0.5703855806525211,0.5829883985308693
0.5896921806816842,0.5580668564093978,0.6119951040391677,0.5144826876575603,0.560821042005496,0.5828864537188155,0.5475851494907458,0.4347448047995826,0.5777675063554426,0.5856515373352855
0.46576618537494174,0.4495190146543199,0.45660015524405273,0.46015092950487757,0.4590103736344441,0.45639176669252884,0.47373158368468427,0.42709490048688814,0.46607009694258017,0.46834020232296736
0.5292965648652941,0.46112699437425064,0.5712979890310786,0.5010522096402446,0.5285412262156448,0.5066882853668423,0.5159692482328053,0.4538234626730202,0.495785820525533,0.5377789728421618
0.5928736586233473,0.5755064456721916,0.6036460219727152,0.5266761468373097,0.5740198610871936,0.5843510781277391,0.5655788699734178,0.4309973278165676,0.5716245569909683,0.591261160054396
0.683480281593876,0.6601967386281112,0.6658232904987016,0.6658232904987016,0.6697475051905432,0.6855889208830385,0.6598482349059717,0.4793863854266538,0.6760868095463457,0.6885629690835228
0.6022645145748012,0.5721805801911083,0.5593779716954747,0.5846585594013096,0.5916109566349168,0.5922767116796968,0.5941417622244668,0.450714382295939,0.6009254251547383,0.5975857535556353
0.544069640914037,0.4966969651815427,0.5359344016292407,0.5072022722661798,0.5083108829360037,0.5223295899712719,0.5081042629947665,0.4185676614624754,0.5187798298402159,0.544010445000544
0.4666137837711726,0.4578964238289299,0.4653110604439068,0.43550213396045645,0.46805523051720105,0.4602780079167817,0.47846889952153115,0.4214075010535187,0.4711869198511049,0.4664396660291991
0.4270401844813597,0.41101520756267984,0.4174668113884946,0.4252062250191343,0.4289636238846946,0.4186728072011723,0.43323802096872016,0.38901423792110795,0.429331959471063,0.4287613085795138
0.5178127589063795,0.5041084841457881,0.5417118093174431,0.479639311237949,0.5106991471324243,0.5130046683424819,0.5121638924455826,0.4256587068488486,0.4949025042066713,0.5145356315924878
0.601684717208183,0.5359056806002144,0.6181615874389564,0.4919565110444236,0.552638850511191,0.5724098454493418,0.5173573387138496,0.4271131422713877,0.5667006687067891,0.6083465141744737
0.6243756243756244,0.5218661935079846,0.6167129201356768,0.5634755169887868,0.5655468838366701,0.5811250581125058,0.548666739822232,0.44422726666962814,0.5558334722917013,0.6270378730875344
0.5959475566150179,0.5949901826619861,0.5539245554755443,0.610798924993892,0.6044852807834129,0.6070171178827243,0.594883997620464,0.4237108597093343,0.5914709883480215,0.5870956378794105
0.5426230397742688,0.5144826876575603,0.49446202531645567,0.5303632988597189,0.532509718302359,0.5476751191193384,0.5241090146750524,0.39054872095293885,0.5471656817684395,0.5402193290475933
0.5388221348132981,0.5013285205795358,0.5594405594405594,0.4731711933377496,0.5218389604967907,0.525154920701607,0.5198315745698394,0.4188306248952924,0.5209147262593113,0.5509641873278237
0.5308700960874874,0.5139274334463974,0.5136898340781836,0.513294322964788,0.5222477543346563,0.5306728932286139,0.5261773217574323,0.4097520999795124,0.526371196968102,0.5366822304513498
0.5173038125290983,0.49082163541768925,0.5170363476552402,0.4836525440123815,0.5053057099545225,0.5006759124818505,0.4869497467861316,0.42045072317524385,0.4956383822363204,0.527203711514129
0.5159426271798576,0.48868689830425643,0.5183764449743403,0.4837695321948624,0.5086728724757109,0.49907670809003335,0.49007596177407503,0.41363335539377893,0.49977510120445806,0.5218934293617243
0.5917509911829102,0.5965163445478405,0.6131207847946045,0.4555808656036446,0.5982292414453219,0.5872680291284943,0.5523946307241894,0.3517287467904752,0.5805515239477503,0.6045218232378189
0.5673115107505531,0.5397527932207049,0.5398402072986396,0.5534646889528448,0.5742506029631331,0.5560189046427578,0.5714938850154303,0.4135820339964432,0.569573389531241,0.5668291576918717
0.49957536094319827,0.4909662215239592,0.4903162539838195,0.4944131316127757,0.4962779156327544,0.4895721139723881,0.4962532876780309,0.4070998208760788,0.4998750312421895,0.5014290728576443
0.5629679671226707,0.5294927459493806,0.5419760446588261,0.5180273518441774,0.5553087516659263,0.5600672080649678,0.5212677231025855,0.40236591155997264,0.5408621342419817,0.5608524957936063
0.5386770092652445,0.5140066820868672,0.52578999947421,0.38192720467478897,0.5368551028077522,0.5417118093174431,0.5239991616013415,0.3453157912911357,0.5386770092652445,0.5416824657385841
0.6220839813374806,0.6171696599395174,0.5866134803777792,0.5890322200624374,0.6294454585510165,0.603536725209729,0.6228977201943441,0.4596221905593602,0.6128201985537443,0.6214267959234402
0.6739906989283547,0.6585012511523772,0.6325110689437066,0.6432936635574139,0.6749915626054674,0.6685385746757588,0.6682705159048383,0.4374453193350831,0.6654688227856526,0.662778366914104
0.5073051948051948,0.48271867155821585,0.4829518014102193,0.4985044865403788,0.501353654868144,0.4911591355599214,0.5038291011688836,0.40484190923444396,0.5096580194689364,0.4972897707494157
0.5389673385792821,0.5397236614853195,0.5085693942938514,0.5519982336056525,0.5692167577413478,0.5523031039434442,0.5523946307241894,0.4163717366865137,0.5607581450120562,0.5363080553469913
0.49149710016710896,0.48740069210898274,0.5252652589557727,0.47644004002096335,0.49336425082638513,0.4954173891503592,0.4757147614290471,0.4094836411285369,0.479409367659044,0.49689440993788814
0.5245764045533232,0.5124788602470148,0.5057401507105649,0.5173305742369374,0.5050760139400979,0.5149595756733096,0.5230672664504655,0.43044077134986225,0.5087505087505088,0.5340453938584779
0.6175126590095097,0.5985873338920149,0.6090133982947625,0.5731315910132966,0.6135722174499939,0.6117704637220115,0.5988023952095809,0.49416880806483493,0.6129328838492185,0.6083465141744737
0.4692412369199005,0.46429566347850315,0.4713201677899798,0.4463289444320464,0.46875732433319267,0.47127574343748524,0.4615739672282483,0.38098140810728437,0.4619151000046191,0.4749691270067446
0.5155436407691911,0.5332195798229711,0.4780114722753346,0.5392579810181191,0.5331627212625294,0.5329354082285227,0.5201289919900135,0.4006731308598445,0.539316147125445,0.5109078833086395
0.433106674173849,0.43495280762037314,0.40714954602825615,0.4433410179109771,0.4399084990322013,0.4347637059258293,0.4266029606245467,0.3454947484798231,0.4412867922863069,0.4380009636021199
0.4023821020441011,0.39183417577681123,0.3986922892911251,0.33659833720421417,0.40553144896386717,0.40788024635966885,0.4041710451863229,0.3259346175157264,0.40068918539888604,0.39842224789832265
0.636172784528278,0.6212337702677517,0.5980145915560339,0.601829561868079,0.6411078343377355,0.6009254251547383,0.6403278478581033,0.39184952978056425,0.6303977809998108,0.6363752068219422
0.5317169139150316,0.5294086505373498,0.5159160088737553,0.5280388636603653,0.5223023085762039,0.5319431884674717,0.513663447709061,0.4068182742768805,0.5234505862646566,0.5301383661135557
0.5570099704784716,0.5389963887241955,0.5795421616922631,0.51440329218107,0.5569789461958339,0.5611987204669173,0.5261773217574323,0.41599068180872745,0.5541701302299806,0.5634437683119224
0.484566555216359,0.48063058733057773,0.4629415304846998,0.4866416857267994,0.49236829148202865,0.49137634514274486,0.4665267086540705,0.4010427110487267,0.4899799108236563,0.48334863937358014
0.5251273433807698,0.5175179837499353,0.4919081115647598,0.5313778627982358,0.5327366682648766,0.526066600031564,0.5309828492539691,0.4302000430200043,0.5339883590537726,0.5318583129454314
0.5980503558399618,0.6147037128104254,0.5458515283842795,0.5969080164746613,0.6329113924050632,0.5958765343820761,0.604339155133861,0.44142314822989315,0.6234413965087281,0.5959475566150179
0.5923468783319511,0.5865102639296187,0.5899705014749264,0.5794749956539376,0.5951318216985062,0.6098676587180583,0.5903536218194699,0.46429566347850315,0.5857887645714955,0.5978000956480153
